Filename,Full_Path,PC1,PC2,PC3
September.mp3,data/Sample/September.mp3,7.23914692680264,4.098773138958225,1.7689673477911462e-15
505.mp3,data/Sample/505.mp3,-8.338293394464449,2.6666627096734232,1.768967347791145e-15
DoI.mp3,data/Sample/DoI.mp3,1.0991464676618075,-6.765435848631651,1.768967347791145e-15
