epoch,itter,loss_current,loss_average,running_loss
0,1,1.4784691333770752,1.4784691333770752,1.4784691333770752
0,1,1.404320240020752,1.404320240020752,1.404320240020752
0,1,1.4047752618789673,1.4047752618789673,1.4047752618789673
1,5,1.0889496803283691,1.2361648559570313,6.180824279785156
2,9,0.8785833120346069,1.1098205778333876,9.988385200500488
3,13,0.7341501712799072,1.0102522510748644,13.133279263973236
4,17,0.629451334476471,0.9296352407511543,15.803799092769623
5,21,0.546281635761261,0.8621734238806225,18.105641901493073
6,25,0.4772333800792694,0.8044098031520843,20.11024507880211
7,29,0.419089674949646,0.7542743364284779,21.873955756425858
8,33,0.3702324628829956,0.7099788477926543,23.429301977157593
9,37,0.3298491835594177,0.6706404444333669,24.813696444034576
10,41,0.2979128062725067,0.6354862596930527,26.05493664741516
11,45,0.26464128494262695,0.6035780866940816,27.161013901233673
12,49,0.2319306880235672,0.5742085013462572,28.136216565966606
13,53,0.20794042944908142,0.5473994294989784,29.012169763445854
14,57,0.18656818568706512,0.5226849377678152,29.793041452765465
15,61,0.16761082410812378,0.4997923063938735,30.487330690026283
16,65,0.15390512347221375,0.47885066981499014,31.125293537974358
17,69,0.1410365253686905,0.4595866473256678,31.711478665471077
18,73,0.13619470596313477,0.4418667750815823,32.256274580955505
19,77,0.12134113162755966,0.4255139956420118,32.76457766443491
20,81,0.11035149544477463,0.41016410052040475,33.223292142152786
21,85,0.09966757893562317,0.39575211475877203,33.63892975449562
22,89,0.09198827296495438,0.3822914472456728,34.02393880486488
23,93,0.08329027146100998,0.36963731971799685,34.37627073377371
24,97,0.07787266373634338,0.3576993791712928,34.6968397796154
25,101,0.07180111855268478,0.3464947598848012,34.995970748364925
26,105,0.06651631742715836,0.33591498342298326,35.27107325941324
27,109,0.062327150255441666,0.3259935711570289,35.53329925611615
28,113,0.05825914442539215,0.3165585712851149,35.77111855521798
29,117,0.05504857748746872,0.30763414218767077,35.99319463595748
30,121,0.052006013691425323,0.29923982453370884,36.20801876857877
31,125,0.04998791962862015,0.291294184088707,36.41177301108837
32,129,0.04865727946162224,0.2838001398788404,36.61021804437041
33,133,0.0443405844271183,0.27663811696763324,36.79286955669522
34,137,0.04036499187350273,0.26977650807613,36.959381606429815
35,141,0.038594506680965424,0.2632521598051626,37.118554532527924
36,145,0.035844411700963974,0.2570198409516236,37.26787693798542
37,149,0.03478483483195305,0.25106810728375545,37.40914798527956
38,153,0.03236440196633339,0.24537969631404657,37.54309353604913
39,157,0.03153209015727043,0.23996735043871176,37.674874018877745
40,161,0.029943188652396202,0.23477560665851793,37.79887267202139
41,165,0.027628200128674507,0.22977619172271455,37.9130716342479
42,169,0.0261848084628582,0.22498273155128462,38.0220816321671
43,173,0.025690268725156784,0.22037542495079812,38.124948516488075
44,177,0.024190163239836693,0.2159611263791215,38.225119369104505
45,181,0.025755181908607483,0.21173642479006757,38.32429288700223
46,185,0.025215772911906242,0.20769445782376303,38.42347469739616
47,189,0.022837022319436073,0.2038182437853523,38.521648075431585
48,193,0.02160765416920185,0.2000505248461054,38.60975129529834
49,197,0.02033078670501709,0.19641483747187605,38.69372298195958
50,201,0.01923055201768875,0.19290815978612177,38.774540117010474
51,205,0.01829269528388977,0.1895238648100597,38.85239228606224
52,209,0.01821560226380825,0.18624143363043452,38.924459628760815
53,213,0.017295490950345993,0.18307256893617727,38.99445718340576
54,217,0.016087893396615982,0.1800116955770463,39.062537940219045
55,221,0.01651926524937153,0.1770603447073725,39.13033618032932
56,225,0.016560055315494537,0.17420790642499923,39.19677894562483
57,229,0.016812507063150406,0.1714657794635369,39.265663497149944
58,233,0.01532965712249279,0.168802890558867,39.33107350021601
59,237,0.014153655618429184,0.16620204902257973,39.3898856183514
60,241,0.013221988454461098,0.16366980123213837,39.444422096945345
61,245,0.012696363963186741,0.1612133980405574,39.49728251993656
62,249,0.012505995109677315,0.15883019189518618,39.54871778190136
63,253,0.012962953187525272,0.15651986951545882,39.59952698741108
64,257,0.011942045763134956,0.15427668484703344,39.649108005687594
65,261,0.011762154288589954,0.15209986679826887,39.69806523434818
66,265,0.011175896972417831,0.1499792885421863,39.74451146367937
67,269,0.011234486475586891,0.14791673065949107,39.7896005474031
68,273,0.010908628813922405,0.14591135013330003,39.83379858639091
69,277,0.010374937206506729,0.14395537146027554,39.87563789449632
70,281,0.00976563896983862,0.1420506113059686,39.91622177697718
71,285,0.009451278485357761,0.14019121193049247,39.95449540019035
72,289,0.008988624438643456,0.13837945692009168,39.99166304990649
