epoch,itter,loss_current,loss_average,running_loss
73,293,0.00925444159656763,0.1366170830484289,40.028805333189666
74,297,0.008284097537398338,0.1348931196675658,40.06325654126704
75,301,0.008841615170240402,0.1332133867224041,40.097229403443635
76,305,0.008692063391208649,0.1315763951752518,40.1308005284518
77,309,0.007767068687826395,0.12998029872817274,40.163912307005376
78,313,0.007359489798545837,0.1284161242953957,40.19424690445885
79,317,0.0073589482344686985,0.12689290968231176,40.225052369292825
80,321,0.007358227390795946,0.12540657022776447,40.2555090431124
81,325,0.006877071689814329,0.12394846799568487,40.283252098597586
82,329,0.006575435865670443,0.12252325501072144,40.310150898527354
83,333,0.00624884944409132,0.12112927647005464,40.3360490645282
84,337,0.006422241218388081,0.11976880082882697,40.36208587931469
85,341,0.006194375455379486,0.11844044756362777,40.38819261919707
86,345,0.006339876912534237,0.11714537110098679,40.41515302984044
87,349,0.007055326830595732,0.11587796794693586,40.441410813480616
88,353,0.006034935358911753,0.11463750048379596,40.46703767077997
89,357,0.005868114531040192,0.1134220051881792,40.491655852179974
90,361,0.005755770485848188,0.11223577849123204,40.517116035334766
91,365,0.005532374139875174,0.11106804029965034,40.53983470937237
92,369,0.005373750347644091,0.10992590255586072,40.562658043112606
93,373,0.00548037514090538,0.10880434874260433,40.58402208099142
94,377,0.005297720432281494,0.10770555862178656,40.60499560041353
95,381,0.0051413956098258495,0.1066280934407212,40.625303600914776
96,385,0.005157919600605965,0.10557511435313659,40.646419025957584
97,389,0.004985038191080093,0.10454274651266462,40.66712839342654
98,393,0.005018079653382301,0.10353005707676288,40.68731243116781
99,397,0.005199445877224207,0.10253910955759493,40.708026494365185
